Operating System,Percentage
Raspberry Pi OS (32-bit),43.04%
Raspberry Pi OS (other),23.61%
Ubuntu,13.70%
RetroPie,5.38%
Bootloader,4.15%
Recalbox,3.64%
LibreELEC,3.00%
Manjaro ARM Linux,2.22%
RISC OS Pi,0.75%
OctoPi,0.43%
TLXOS,0.07%
