Image,Percentage
Raspberry Pi OS (32-bit),39.18%
Raspberry Pi OS Lite (32-bit),16.39%
Raspberry Pi OS Full (32-bit),8.38%
Ubuntu Desktop 21.04 (RPi 4/400),5.58%
OctoPi,4.53%
Ubuntu Server 20.04.3 LTS (RPi 3/4/400),3.21%
USB Boot,2.56%
Ubuntu Server 21.04 (RPi 3/4/400),2.48%
RetroPie 4.7.1 (RPI 4/400),1.85%
SD Card Boot,1.68%
LibreELEC (RPi4),1.40%
RetroPie 4.7.1 (RPI 2/3),1.24%
Ubuntu Server 21.04 (RPi 2/3/4/400),1.20%
Recalbox 7.2.2-Reloaded - Pi4 / Pi400,1.08%
Recalbox 7.2.2-Reloaded - Pi3,1.05%
Homebridge,1.04%
Ubuntu Server 20.04.3 LTS (RPi 2/3/4/400),0.88%
Home Assistant OS 6.2 (RPi 4/400),0.64%
OSMC (Pi 2/3),0.60%
Manjaro ARM KDE Plasma 21.08 (RPi 3/3+/4/400),0.58%
RISC OS (5.28),0.57%
Ubuntu Core 20 (RPi 3/4),0.50%
Home Assistant OS 6.2 (RPi 3),0.48%
OSMC (Pi 4 / Pi 400),0.44%
Manjaro ARM XFCE 21.08 (RPi 3/3+/4/400),0.44%
RetroPie 4.7.1 (RPI 1/Zero),0.42%
Recalbox 7.2.2-Reloaded - Pi0 / Pi1 / GPiCase,0.21%
OSMC (Pi 0/1),0.21%
Manjaro ARM MATE 21.08 (RPi 3/3+/4/400),0.18%
Manjaro ARM Gnome 21.08 (RPi 3/3+/4/400),0.16%
Network Boot,0.16%
Ubuntu Core 20 (RPi 2/3/4),0.14%
Manjaro ARM Minimal 21.08 (RPi 3/3+/4/400),0.14%
info-beamer OS,0.11%
OctoPi (mirror),0.09%
Recalbox 7.2.2-Reloaded - Pi2,0.07%
info-beamer OS (testing),0.04%
TLXOS RPi 4.10.0 (latest),0.04%
Manjaro ARM Sway 21.08 (RPi 3/3+/4/400),0.03%
ALT Workstation 9.2 (Raspberry Pi 4/3),0.01%
TLXOS RPi 4.8.2 (LTS),0.01%
Simply Linux 9.1 (Raspberry Pi 4/3),0.01%
ALT Education 9.2 (Raspberry Pi 4/3),0.01%
