Operating System,Percentage
Raspberry Pi OS (32-bit),46.46%
Raspberry Pi OS (other),24.27%
Ubuntu,12.94%
RetroPie,5.23%
Recalbox,3.95%
LibreELEC,3.61%
Misc utility images,2.62%
RISC OS Pi,0.84%
TLXOS,0.09%
