Operating System,Percentage
Raspberry Pi OS (32-bit),44.76%
Raspberry Pi OS (other),24.12%
Ubuntu,12.32%
RetroPie,5.22%
Bootloader,3.80%
Recalbox,3.52%
LibreELEC,3.02%
Manjaro ARM Linux,2.14%
RISC OS Pi,0.69%
OctoPi,0.25%
TLXOS,0.08%
Misc utility images,0.07%
