Image,Percentage
Raspberry Pi OS (32-bit),47.19%
Raspberry Pi OS Lite (32-bit),14.65%
Raspberry Pi OS Full (32-bit),9.70%
Ubuntu Desktop 20.10 (RPi 4/400),5.65%
RetroPie 4.7.1 (RPI 4/400),3.03%
Raspberry Pi 4 EEPROM boot recovery,2.55%
Ubuntu Server 20.04.1 LTS (RPi 3/4),2.19%
Recalbox 7.1.1-Reloaded (Pi 4/Pi 400),2.13%
Recalbox 7.1.1-Reloaded (Pi 3),1.72%
Ubuntu Server 20.10 (RPi 3/4/400),1.71%
RetroPie 4.7.1 (RPI 2/3),1.69%
LibreELEC (RPi4),1.61%
LibreELEC (RPi2/RPi3),1.39%
RISC OS (5.28),1.01%
Ubuntu Server 20.10 (RPi 2/3/4/400),0.81%
RetroPie 4.7.1 (RPI 1/Zero),0.61%
Ubuntu Server 20.04.1 LTS (RPi 2/3/4),0.56%
Recalbox 7.1.1-Reloaded (Pi 0/1/GPI Case),0.48%
Ubuntu Core 18 (RPi 3/4),0.46%
Ubuntu Core 18 (RPi 2/3/4),0.29%
LibreELEC (RPi0/RPi1),0.26%
Recalbox 7.1.1-Reloaded (Pi 2),0.21%
TLXOS RPi 4.9.2 (latest),0.09%
TLXOS RPi 4.8.0 (LTS),0.01%
TLXOS RPi IoT 4.8.0 (LTS),0.01%
