Operating System,Percentage
Raspberry Pi OS (32-bit),46.38%
Raspberry Pi OS (other),24.68%
Ubuntu,12.63%
RetroPie,5.20%
Recalbox,4.35%
LibreELEC,3.34%
Misc utility images,2.32%
RISC OS Pi,1.00%
TLXOS,0.11%
