Image,Percentage
Raspberry Pi OS (32-bit),46.83%
Raspberry Pi OS Lite (32-bit),14.96%
Raspberry Pi OS Full (32-bit),9.67%
Ubuntu Desktop 20.10 (RPi 4/400),5.88%
Ubuntu Server 20.04.2 LTS (RPi 3/4/400),2.81%
RetroPie 4.7.1 (RPI 4/400),2.73%
Raspberry Pi 4 EEPROM boot recovery,2.59%
Ubuntu Server 20.10 (RPi 3/4/400),1.88%
RetroPie 4.7.1 (RPI 2/3),1.77%
Recalbox 7.1.1-Reloaded (Pi 3),1.60%
LibreELEC (RPi2/RPi3),1.51%
Recalbox 7.1.1-Reloaded (Pi 4/Pi 400),1.46%
LibreELEC (RPi4),1.25%
Ubuntu Server 20.10 (RPi 2/3/4/400),0.97%
RISC OS (5.28),0.92%
Ubuntu Core 18 (RPi 3/4),0.72%
RetroPie 4.7.1 (RPI 1/Zero),0.70%
Ubuntu Server 20.04.2 LTS (RPi 2/3/4/400),0.65%
Recalbox 7.1.1-Reloaded (Pi 0/1/GPI Case),0.36%
LibreELEC (RPi0/RPi1),0.29%
Ubuntu Core 18 (RPi 2/3/4),0.23%
Recalbox 7.1.1-Reloaded (Pi 2),0.16%
TLXOS RPi 4.9.3 (latest),0.05%
TLXOS RPi 4.8.1 (LTS),0.01%
