Image,Percentage
Raspberry Pi OS (32-bit),47.06%
Raspberry Pi OS Lite (32-bit),14.63%
Raspberry Pi OS Full (32-bit),10.02%
Ubuntu Desktop 20.10 (RPi 4/400),5.70%
RetroPie 4.7.1 (RPI 4/400),2.88%
Raspberry Pi 4 EEPROM boot recovery,2.31%
Ubuntu Server 20.04.1 LTS (RPi 3/4),2.14%
Recalbox 7.1.1-Reloaded (Pi 4/Pi 400),2.12%
Recalbox 7.1.1-Reloaded (Pi 3),1.97%
RetroPie 4.7.1 (RPI 2/3),1.65%
Ubuntu Server 20.10 (RPi 3/4/400),1.63%
LibreELEC (RPi4),1.59%
LibreELEC (RPi2/RPi3),1.31%
RISC OS (5.28),0.96%
Ubuntu Server 20.10 (RPi 2/3/4/400),0.91%
RetroPie 4.7.1 (RPI 1/Zero),0.69%
Ubuntu Server 20.04.1 LTS (RPi 2/3/4),0.59%
Ubuntu Core 18 (RPi 3/4),0.46%
Recalbox 7.1.1-Reloaded (Pi 0/1/GPI Case),0.43%
LibreELEC (RPi0/RPi1),0.31%
Ubuntu Core 18 (RPi 2/3/4),0.29%
Recalbox 7.1.1-Reloaded (Pi 2),0.24%
TLXOS RPi 4.9.2 (latest),0.09%
TLXOS RPi 4.8.0 (LTS),0.01%
TLXOS RPi IoT 4.8.0 (LTS),0.01%
