Operating System,Percentage
Raspberry Pi OS (32-bit),46.49%
Raspberry Pi OS (other),24.58%
Ubuntu,11.89%
RetroPie,4.78%
Recalbox,4.70%
LibreELEC,3.53%
Misc utility images,2.67%
RISC OS Pi,1.26%
TLXOS,0.10%
