Image,Percentage
Raspberry Pi OS (32-bit),42.66%
Raspberry Pi OS Lite (32-bit),14.43%
Raspberry Pi OS Full (32-bit),9.43%
Ubuntu Desktop 20.10 (RPi 4/400),6.17%
Ubuntu Server 20.04.2 LTS (RPi 3/4/400),3.33%
RetroPie 4.7.1 (RPI 4/400),2.65%
USB Boot,2.09%
Ubuntu Server 20.10 (RPi 3/4/400),2.06%
SD Card Boot,1.96%
RetroPie 4.7.1 (RPI 2/3),1.65%
Recalbox 7.1.1-Reloaded (Pi 4/Pi 400),1.62%
Recalbox 7.1.1-Reloaded (Pi 3),1.52%
LibreELEC (RPi4),1.45%
LibreELEC (RPi2/RPi3),1.13%
Ubuntu Server 20.10 (RPi 2/3/4/400),1.09%
Manjaro ARM KDE Plasma 21.04 (RPi 3/3+/4/400),0.94%
Ubuntu Server 20.04.2 LTS (RPi 2/3/4/400),0.91%
RetroPie 4.7.1 (RPI 1/Zero),0.69%
RISC OS (5.28),0.61%
Manjaro ARM XFCE 21.04 (RPi 3/3+/4/400),0.56%
Ubuntu Core 18 (RPi 3/4),0.56%
OctoPi,0.48%
Ubuntu Core 18 (RPi 2/3/4),0.34%
Manjaro ARM MATE 21.04 (RPi 3/3+/4/400),0.29%
Recalbox 7.1.1-Reloaded (Pi 0/1/GPI Case),0.29%
LibreELEC (RPi0/RPi1),0.25%
Manjaro ARM Minimal 21.04 (RPi 3/3+/4/400),0.23%
Recalbox 7.1.1-Reloaded (Pi 2),0.18%
Network Boot,0.15%
info-beamer OS,0.11%
TLXOS RPi 4.9.3 (latest),0.04%
ALT Workstation 9.1 (Raspberry Pi 4/3),0.04%
ALT Education 9.1 (Raspberry Pi 4/3),0.03%
OctoPi (mirror),0.02%
Simply Linux 9.0 (Raspberry Pi 4),0.02%
info-beamer OS (testing),0.01%
TLXOS RPi 4.8.1 (LTS),0.01%
TLXOS RPi IoT 4.8.1 (LTS),0.00%
