Image,Percentage
Raspberry Pi OS (32-bit),47.70%
Raspberry Pi OS Lite (32-bit),14.69%
Raspberry Pi OS Full (32-bit),9.80%
Ubuntu Desktop 20.10 (RPi 4/400),5.42%
RetroPie 4.7.1 (RPI 4/400),2.55%
Raspberry Pi 4 EEPROM boot recovery,2.50%
Ubuntu Server 20.04.2 LTS (RPi 3/4/400),2.49%
Recalbox 7.1.1-Reloaded (Pi 4/Pi 400),1.87%
LibreELEC (RPi4),1.77%
Recalbox 7.1.1-Reloaded (Pi 3),1.66%
Ubuntu Server 20.10 (RPi 3/4/400),1.66%
RetroPie 4.7.1 (RPI 2/3),1.66%
LibreELEC (RPi2/RPi3),1.35%
RISC OS (5.28),0.94%
Ubuntu Server 20.10 (RPi 2/3/4/400),0.88%
RetroPie 4.7.1 (RPI 1/Zero),0.83%
Ubuntu Server 20.04.2 LTS (RPi 2/3/4/400),0.69%
Ubuntu Core 18 (RPi 3/4),0.46%
Recalbox 7.1.1-Reloaded (Pi 0/1/GPI Case),0.43%
Ubuntu Core 18 (RPi 2/3/4),0.28%
LibreELEC (RPi0/RPi1),0.25%
Recalbox 7.1.1-Reloaded (Pi 2),0.10%
TLXOS RPi 4.9.3 (latest),0.01%
