Operating System,Percentage
Raspberry Pi OS (32-bit),45.96%
Raspberry Pi OS (other),24.54%
Ubuntu,12.87%
RetroPie,5.64%
Recalbox,4.09%
LibreELEC,3.27%
Misc utility images,2.56%
RISC OS Pi,0.98%
TLXOS,0.09%
