Operating System,Percentage
Raspberry Pi OS (32-bit),38.01%
Raspberry Pi OS (other),21.86%
Ubuntu,14.83%
Bootloader,5.45%
OctoPi,4.95%
RetroPie,4.24%
Recalbox,2.76%
Manjaro ARM Linux,2.07%
LibreELEC,1.72%
OSMC,1.35%
Home Assistant,1.08%
Homebridge,0.85%
RISC OS Pi,0.60%
info-beamer digital signage,0.14%
TLXOS,0.05%
ALT,0.04%
