Image,Percentage
Raspberry Pi OS (32-bit),45.04%
Raspberry Pi OS Lite (32-bit),15.06%
Raspberry Pi OS Full (32-bit),9.52%
Ubuntu Desktop 20.10 (RPi 4/400),5.75%
RetroPie 4.7.1 (RPI 4/400),2.86%
Raspberry Pi 4 EEPROM boot recovery,2.66%
Recalbox 7.1.1-Reloaded (Pi 3),2.43%
Recalbox 7.1.1-Reloaded (Pi 4/Pi 400),2.33%
Ubuntu Server 20.04.2 LTS (RPi 3/4/400),2.17%
RetroPie 4.7.1 (RPI 2/3),1.87%
LibreELEC (RPi4),1.85%
LibreELEC (RPi2/RPi3),1.70%
Ubuntu Server 20.10 (RPi 3/4/400),1.55%
RISC OS (5.28),1.00%
Ubuntu Server 20.10 (RPi 2/3/4/400),0.86%
RetroPie 4.7.1 (RPI 1/Zero),0.76%
Ubuntu Server 20.04.2 LTS (RPi 2/3/4/400),0.66%
Ubuntu Core 18 (RPi 3/4),0.51%
Ubuntu Core 18 (RPi 2/3/4),0.42%
Recalbox 7.1.1-Reloaded (Pi 0/1/GPI Case),0.35%
LibreELEC (RPi0/RPi1),0.35%
Recalbox 7.1.1-Reloaded (Pi 2),0.19%
TLXOS RPi 4.9.3 (latest),0.08%
