Operating System,Percentage
Raspberry Pi OS (32-bit),48.52%
Raspberry Pi OS (other),24.86%
Ubuntu,11.90%
RetroPie,4.52%
Recalbox,3.87%
LibreELEC,3.04%
Misc utility images,2.36%
RISC OS Pi,0.86%
TLXOS,0.08%
