Operating System,Percentage
Raspberry Pi OS (32-bit),41.77%
Raspberry Pi OS (other),22.19%
Ubuntu,16.61%
Recalbox,4.87%
RetroPie,4.60%
Bootloader,4.30%
LibreELEC,2.46%
Manjaro ARM Linux,1.74%
RISC OS Pi,0.74%
OctoPi,0.36%
info-beamer digital signage,0.22%
TLXOS,0.09%
ALT,0.06%
