Operating System,Percentage
Raspberry Pi OS (32-bit),47.89%
Raspberry Pi OS (other),25.11%
Ubuntu,11.68%
RetroPie,4.85%
Recalbox,4.27%
LibreELEC,2.95%
Misc utility images,2.25%
RISC OS Pi,0.88%
TLXOS,0.13%
