Image,Percentage
Raspberry Pi OS (32-bit),40.51%
Raspberry Pi OS Lite (32-bit),13.62%
Raspberry Pi OS Full (32-bit),8.91%
Ubuntu Desktop 21.04 (RPi 4/400),7.57%
Ubuntu Server 20.04.2 LTS (RPi 3/4/400),3.57%
Ubuntu Server 21.04 (RPi 3/4/400),2.63%
RetroPie 4.7.1 (RPI 4/400),2.48%
SD Card Boot,2.18%
USB Boot,1.97%
RetroPie 4.7.1 (RPI 2/3),1.63%
LibreELEC (RPi4),1.36%
Ubuntu Server 21.04 (RPi 2/3/4/400),1.18%
LibreELEC (RPi2/RPi3),1.12%
Recalbox 7.2.1-Reloaded - Pi4 / Pi400,1.03%
Recalbox 7.2-Reloaded - Pi4 / Pi400,0.98%
Recalbox 7.2.1-Reloaded - Pi3,0.96%
Ubuntu Server 20.04.2 LTS (RPi 2/3/4/400),0.89%
Manjaro ARM KDE Plasma 21.04 (RPi 3/3+/4/400),0.89%
Recalbox 7.2-Reloaded - Pi3,0.88%
RISC OS (5.28),0.72%
RetroPie 4.7.1 (RPI 1/Zero),0.63%
Ubuntu Core 18 (RPi 3/4),0.54%
Manjaro ARM XFCE 21.04 (RPi 3/3+/4/400),0.54%
Homebridge,0.52%
OctoPi,0.44%
Manjaro ARM MATE 21.04 (RPi 3/3+/4/400),0.33%
Ubuntu Core 18 (RPi 2/3/4),0.31%
LibreELEC (RPi0/RPi1),0.25%
Manjaro ARM Minimal 21.04 (RPi 3/3+/4/400),0.22%
Recalbox 7.2-Reloaded - Pi0 / Pi1 / GPiCase,0.20%
Recalbox 7.2.1-Reloaded - Pi0 / Pi1 / GPiCase,0.19%
info-beamer OS,0.18%
Network Boot,0.14%
Recalbox 7.2.1-Reloaded - Pi2,0.11%
Recalbox 7.2-Reloaded - Pi2,0.07%
Home Assistant OS 5.13 (RPi 4/400),0.05%
Home Assistant OS 5.13 (RPi 3),0.04%
TLXOS RPi 4.9.3 (latest),0.03%
ALT Workstation 9.1 (Raspberry Pi 4/3),0.03%
TLXOS RPi 4.10.0 (latest),0.03%
ALT Education 9.1 (Raspberry Pi 4/3),0.02%
info-beamer OS (testing),0.02%
TLXOS RPi 4.8.2 (LTS),0.01%
OctoPi (mirror),0.01%
Simply Linux 9.1 (Raspberry Pi 4/3),0.01%
TLXOS RPi 4.8.1 (LTS),0.01%
TLXOS RPi IoT 4.8.1 (LTS),0.00%
TLXOS RPi IoT 4.8.2 (LTS),0.00%
Simply Linux 9.0 (Raspberry Pi 4),0.00%
Recalbox 7.1.1-Reloaded (Pi 4/Pi 400),0.00%
Recalbox 7.1.1-Reloaded (Pi 3),0.00%
