Operating System,Percentage
Raspberry Pi OS (32-bit),45.05%
Raspberry Pi OS (other),24.58%
Ubuntu,11.91%
RetroPie,5.49%
Recalbox,5.31%
LibreELEC,3.90%
Misc utility images,2.66%
RISC OS Pi,1.01%
TLXOS,0.08%
