Operating System,Percentage
Raspberry Pi OS (32-bit),48.88%
Raspberry Pi OS (other),24.27%
Ubuntu,11.21%
RetroPie,5.61%
Recalbox,3.40%
LibreELEC,3.37%
Misc utility images,2.25%
RISC OS Pi,0.90%
TLXOS,0.10%
