Operating System,Percentage
Raspberry Pi OS (32-bit),38.51%
Raspberry Pi OS (other),22.43%
Ubuntu,14.58%
Bootloader,5.31%
OctoPi,4.80%
RetroPie,4.03%
Recalbox,2.67%
Manjaro ARM Linux,2.01%
LibreELEC,1.51%
OSMC,1.39%
Home Assistant,1.05%
Homebridge,0.88%
RISC OS Pi,0.59%
info-beamer digital signage,0.15%
TLXOS,0.06%
ALT,0.05%
