Operating System,Percentage
Raspberry Pi OS (32-bit),45.59%
Raspberry Pi OS (other),23.92%
Ubuntu,12.52%
RetroPie,4.93%
Recalbox,3.34%
Bootloader,3.01%
LibreELEC,2.96%
Manjaro ARM Linux,2.24%
RISC OS Pi,0.79%
Misc utility images,0.58%
TLXOS,0.12%
