Image,Percentage
Raspberry Pi OS (32-bit),40.59%
Raspberry Pi OS Lite (32-bit),13.66%
Raspberry Pi OS Full (32-bit),8.88%
Ubuntu Desktop 21.04 (RPi 4/400),7.58%
Ubuntu Server 20.04.2 LTS (RPi 3/4/400),3.57%
Ubuntu Server 21.04 (RPi 3/4/400),2.62%
RetroPie 4.7.1 (RPI 4/400),2.46%
SD Card Boot,2.20%
USB Boot,1.97%
RetroPie 4.7.1 (RPI 2/3),1.62%
LibreELEC (RPi4),1.35%
Ubuntu Server 21.04 (RPi 2/3/4/400),1.19%
LibreELEC (RPi2/RPi3),1.11%
Recalbox 7.2.1-Reloaded - Pi4 / Pi400,1.07%
Recalbox 7.2.1-Reloaded - Pi3,1.01%
Ubuntu Server 20.04.2 LTS (RPi 2/3/4/400),0.90%
Manjaro ARM KDE Plasma 21.04 (RPi 3/3+/4/400),0.88%
Recalbox 7.2-Reloaded - Pi4 / Pi400,0.85%
Recalbox 7.2-Reloaded - Pi3,0.79%
RISC OS (5.28),0.73%
RetroPie 4.7.1 (RPI 1/Zero),0.63%
Ubuntu Core 18 (RPi 3/4),0.55%
Homebridge,0.54%
Manjaro ARM XFCE 21.04 (RPi 3/3+/4/400),0.54%
OctoPi,0.43%
Manjaro ARM MATE 21.04 (RPi 3/3+/4/400),0.32%
Ubuntu Core 18 (RPi 2/3/4),0.31%
LibreELEC (RPi0/RPi1),0.25%
Manjaro ARM Minimal 21.04 (RPi 3/3+/4/400),0.23%
Recalbox 7.2.1-Reloaded - Pi0 / Pi1 / GPiCase,0.20%
info-beamer OS,0.18%
Recalbox 7.2-Reloaded - Pi0 / Pi1 / GPiCase,0.17%
Network Boot,0.14%
Recalbox 7.2.1-Reloaded - Pi2,0.11%
Home Assistant OS 5.13 (RPi 4/400),0.07%
Recalbox 7.2-Reloaded - Pi2,0.06%
Home Assistant OS 5.13 (RPi 3),0.06%
ALT Workstation 9.1 (Raspberry Pi 4/3),0.03%
TLXOS RPi 4.9.3 (latest),0.03%
TLXOS RPi 4.10.0 (latest),0.03%
ALT Education 9.1 (Raspberry Pi 4/3),0.02%
info-beamer OS (testing),0.02%
TLXOS RPi 4.8.2 (LTS),0.01%
OctoPi (mirror),0.01%
Simply Linux 9.1 (Raspberry Pi 4/3),0.01%
TLXOS RPi 4.8.1 (LTS),0.01%
TLXOS RPi IoT 4.8.2 (LTS),0.00%
TLXOS RPi IoT 4.8.1 (LTS),0.00%
Simply Linux 9.0 (Raspberry Pi 4),0.00%
Recalbox 7.1.1-Reloaded (Pi 3),0.00%
Recalbox 7.1.1-Reloaded (Pi 4/Pi 400),0.00%
