Image,Percentage
Raspberry Pi OS (32-bit),41.51%
Raspberry Pi OS Lite (32-bit),13.92%
Raspberry Pi OS Full (32-bit),9.07%
Ubuntu Desktop 21.04 (RPi 4/400),4.34%
Ubuntu Server 20.04.2 LTS (RPi 3/4/400),3.51%
RetroPie 4.7.1 (RPI 4/400),2.60%
Ubuntu Desktop 20.10 (RPi 4/400),2.56%
SD Card Boot,2.08%
USB Boot,2.05%
RetroPie 4.7.1 (RPI 2/3),1.64%
Ubuntu Server 21.04 (RPi 3/4/400),1.51%
LibreELEC (RPi4),1.37%
LibreELEC (RPi2/RPi3),1.15%
Recalbox 7.2-Reloaded - Pi4 / Pi400,0.99%
Ubuntu Server 20.04.2 LTS (RPi 2/3/4/400),0.92%
Recalbox 7.2-Reloaded - Pi3,0.89%
Manjaro ARM KDE Plasma 21.04 (RPi 3/3+/4/400),0.89%
Ubuntu Server 20.10 (RPi 3/4/400),0.86%
Recalbox 7.1.1-Reloaded (Pi 4/Pi 400),0.72%
Ubuntu Server 21.04 (RPi 2/3/4/400),0.70%
Recalbox 7.1.1-Reloaded (Pi 3),0.68%
RetroPie 4.7.1 (RPI 1/Zero),0.67%
RISC OS (5.28),0.66%
Ubuntu Core 18 (RPi 3/4),0.54%
Manjaro ARM XFCE 21.04 (RPi 3/3+/4/400),0.52%
Ubuntu Server 20.10 (RPi 2/3/4/400),0.45%
OctoPi,0.45%
Ubuntu Core 18 (RPi 2/3/4),0.32%
Manjaro ARM MATE 21.04 (RPi 3/3+/4/400),0.30%
LibreELEC (RPi0/RPi1),0.25%
Recalbox 7.2.1-Reloaded - Pi4 / Pi400,0.22%
Manjaro ARM Minimal 21.04 (RPi 3/3+/4/400),0.21%
Recalbox 7.2.1-Reloaded - Pi3,0.20%
Recalbox 7.2-Reloaded - Pi0 / Pi1 / GPiCase,0.19%
Network Boot,0.15%
info-beamer OS,0.15%
Recalbox 7.1.1-Reloaded (Pi 0/1/GPI Case),0.14%
Homebridge,0.14%
Recalbox 7.2-Reloaded - Pi2,0.07%
Recalbox 7.1.1-Reloaded (Pi 2),0.07%
Manjaro ARM KDE Plasma 21.02 (RPi 3/3+/4/400),0.07%
Recalbox 7.2.1-Reloaded - Pi0 / Pi1 / GPiCase,0.04%
TLXOS RPi 4.9.3 (latest),0.04%
Manjaro ARM XFCE 21.02 (RPi 3/3+/4/400),0.04%
ALT Workstation 9.1 (Raspberry Pi 4/3),0.03%
Recalbox 7.2.1-Reloaded - Pi2,0.02%
Manjaro ARM MATE 21.02 (RPi 3/3+/4/400),0.02%
ALT Education 9.1 (Raspberry Pi 4/3),0.02%
info-beamer OS (testing),0.02%
OctoPi (mirror),0.02%
Manjaro ARM Minimal 21.02 (RPi 3/3+/4/400),0.02%
