Operating System,Percentage
Raspberry Pi OS (32-bit),49.11%
Raspberry Pi OS (other),24.34%
Ubuntu,11.13%
RetroPie,5.63%
LibreELEC,3.35%
Recalbox,3.20%
Misc utility images,2.25%
RISC OS Pi,0.90%
TLXOS,0.09%
