Image,Percentage
Raspberry Pi OS (32-bit),46.55%
Raspberry Pi OS Lite (32-bit),14.75%
Raspberry Pi OS Full (32-bit),9.97%
Ubuntu Desktop 20.10 (RPi 4/400),5.81%
RetroPie 4.7.1 (RPI 4/400),2.59%
Ubuntu Server 20.04.2 LTS (RPi 3/4/400),2.49%
Raspberry Pi 4 EEPROM boot recovery,2.33%
Recalbox 7.1.1-Reloaded (Pi 4/Pi 400),1.96%
Recalbox 7.1.1-Reloaded (Pi 3),1.85%
Ubuntu Server 20.10 (RPi 3/4/400),1.77%
RetroPie 4.7.1 (RPI 2/3),1.70%
LibreELEC (RPi4),1.66%
LibreELEC (RPi2/RPi3),1.38%
Ubuntu Server 20.10 (RPi 2/3/4/400),0.98%
RISC OS (5.28),0.96%
RetroPie 4.7.1 (RPI 1/Zero),0.69%
Ubuntu Server 20.04.2 LTS (RPi 2/3/4/400),0.66%
Ubuntu Core 18 (RPi 3/4),0.55%
Recalbox 7.1.1-Reloaded (Pi 0/1/GPI Case),0.38%
Ubuntu Core 18 (RPi 2/3/4),0.36%
LibreELEC (RPi0/RPi1),0.31%
Recalbox 7.1.1-Reloaded (Pi 2),0.17%
TLXOS RPi 4.9.3 (latest),0.10%
TLXOS RPi IoT 4.8.1 (LTS),0.01%
TLXOS RPi 4.8.1 (LTS),0.01%
