Operating System,Percentage
Raspberry Pi OS (32-bit),43.43%
Raspberry Pi OS (other),23.48%
Ubuntu,13.24%
RetroPie,5.49%
Bootloader,3.90%
Recalbox,3.75%
LibreELEC,3.35%
Manjaro ARM Linux,2.02%
RISC OS Pi,0.83%
OctoPi,0.36%
ALT,0.10%
TLXOS,0.05%
