Operating System,Percentage
Raspberry Pi OS (32-bit),46.21%
Raspberry Pi OS (other),24.61%
Ubuntu,12.79%
RetroPie,5.37%
Recalbox,3.93%
LibreELEC,3.27%
Misc utility images,2.60%
RISC OS Pi,0.91%
Manjaro ARM Linux,0.22%
TLXOS,0.11%
