Image,Percentage
Raspberry Pi OS (32-bit),44.26%
Raspberry Pi OS Lite (32-bit),15.00%
Raspberry Pi OS Full (32-bit),10.15%
Ubuntu Desktop 20.10 (RPi 4/400),6.09%
RetroPie 4.7.1 (RPI 4/400),3.29%
Ubuntu Server 20.04.2 LTS (RPi 3/4/400),2.64%
Raspberry Pi 4 EEPROM boot recovery,2.64%
RetroPie 4.7.1 (RPI 2/3),2.07%
Recalbox 7.1.1-Reloaded (Pi 4/Pi 400),1.90%
Recalbox 7.1.1-Reloaded (Pi 3),1.89%
LibreELEC (RPi4),1.75%
Ubuntu Server 20.10 (RPi 3/4/400),1.73%
LibreELEC (RPi2/RPi3),1.42%
Ubuntu Server 20.10 (RPi 2/3/4/400),0.98%
RISC OS (5.28),0.97%
RetroPie 4.7.1 (RPI 1/Zero),0.71%
Ubuntu Core 18 (RPi 3/4),0.57%
Ubuntu Server 20.04.2 LTS (RPi 2/3/4/400),0.55%
Recalbox 7.1.1-Reloaded (Pi 0/1/GPI Case),0.39%
Ubuntu Core 18 (RPi 2/3/4),0.38%
LibreELEC (RPi0/RPi1),0.33%
Recalbox 7.1.1-Reloaded (Pi 2),0.20%
TLXOS RPi IoT 4.8.1 (LTS),0.05%
TLXOS RPi 4.9.3 (latest),0.04%
TLXOS RPi 4.8.1 (LTS),0.02%
