Operating System,Percentage
Raspberry Pi OS (32-bit),34.99%
Raspberry Pi OS (other),24.39%
Ubuntu,13.70%
Bootloader,5.55%
OctoPi,4.92%
RetroPie,4.67%
Recalbox,3.34%
Manjaro ARM Linux,2.10%
LibreELEC,1.70%
OSMC,1.68%
Home Assistant,1.13%
Homebridge,1.00%
RISC OS Pi,0.65%
info-beamer digital signage,0.13%
ALT,0.07%
TLXOS,0.01%
