Image,Percentage
Raspberry Pi OS (32-bit),42.18%
Raspberry Pi OS Lite (32-bit),14.22%
Raspberry Pi OS Full (32-bit),9.41%
Ubuntu Desktop 20.10 (RPi 4/400),5.47%
Ubuntu Server 20.04.2 LTS (RPi 3/4/400),3.21%
RetroPie 4.7.1 (RPI 4/400),2.88%
USB Boot,2.41%
SD Card Boot,1.91%
Ubuntu Server 20.10 (RPi 3/4/400),1.90%
RetroPie 4.7.1 (RPI 2/3),1.81%
Recalbox 7.1.1-Reloaded (Pi 3),1.69%
LibreELEC (RPi4),1.67%
Recalbox 7.1.1-Reloaded (Pi 4/Pi 400),1.62%
LibreELEC (RPi2/RPi3),1.53%
Manjaro ARM KDE Plasma 21.02 (RPi 3/3+/4/400),0.98%
Ubuntu Server 20.10 (RPi 2/3/4/400),0.95%
Ubuntu Server 20.04.2 LTS (RPi 2/3/4/400),0.86%
RISC OS (5.28),0.79%
RetroPie 4.7.1 (RPI 1/Zero),0.68%
Ubuntu Core 18 (RPi 3/4),0.56%
OctoPi,0.50%
Manjaro ARM XFCE 21.02 (RPi 3/3+/4/400),0.48%
Recalbox 7.1.1-Reloaded (Pi 0/1/GPI Case),0.36%
LibreELEC (RPi0/RPi1),0.34%
Ubuntu Core 18 (RPi 2/3/4),0.29%
Manjaro ARM MATE 21.02 (RPi 3/3+/4/400),0.25%
Recalbox 7.1.1-Reloaded (Pi 2),0.21%
Manjaro ARM Minimal 21.02 (RPi 3/3+/4/400),0.18%
Manjaro ARM KDE Plasma 21.04 (RPi 3/3+/4/400),0.18%
Manjaro ARM XFCE 21.04 (RPi 3/3+/4/400),0.15%
Network Boot,0.13%
Manjaro ARM Minimal 21.04 (RPi 3/3+/4/400),0.06%
Manjaro ARM MATE 21.04 (RPi 3/3+/4/400),0.06%
TLXOS RPi 4.9.3 (latest),0.04%
ALT Workstation 9.1 (Raspberry Pi 4/3),0.03%
Simply Linux 9.0 (Raspberry Pi 4),0.02%
OctoPi (mirror),0.01%
TLXOS RPi 4.8.1 (LTS),0.01%
ALT Education 9.1 (Raspberry Pi 4/3),0.01%
