Image,Percentage
Raspberry Pi OS (32-bit),40.16%
Raspberry Pi OS Lite (32-bit),13.60%
Raspberry Pi OS Full (32-bit),8.89%
Ubuntu Desktop 21.04 (RPi 4/400),7.93%
Ubuntu Server 20.04.2 LTS (RPi 3/4/400),3.51%
Ubuntu Server 21.04 (RPi 3/4/400),2.73%
RetroPie 4.7.1 (RPI 4/400),2.35%
SD Card Boot,2.17%
USB Boot,1.98%
Recalbox 7.2.1-Reloaded - Pi4 / Pi400,1.65%
RetroPie 4.7.1 (RPI 2/3),1.61%
Recalbox 7.2.1-Reloaded - Pi3,1.60%
LibreELEC (RPi4),1.34%
Ubuntu Server 21.04 (RPi 2/3/4/400),1.16%
LibreELEC (RPi2/RPi3),1.08%
Ubuntu Server 20.04.2 LTS (RPi 2/3/4/400),0.88%
Manjaro ARM KDE Plasma 21.04 (RPi 3/3+/4/400),0.84%
RISC OS (5.28),0.79%
Homebridge,0.78%
RetroPie 4.7.1 (RPI 1/Zero),0.59%
Ubuntu Core 18 (RPi 3/4),0.56%
Manjaro ARM XFCE 21.04 (RPi 3/3+/4/400),0.50%
OctoPi,0.48%
Ubuntu Core 18 (RPi 2/3/4),0.33%
Home Assistant OS 5.13 (RPi 4/400),0.32%
Manjaro ARM MATE 21.04 (RPi 3/3+/4/400),0.32%
Recalbox 7.2.1-Reloaded - Pi0 / Pi1 / GPiCase,0.31%
LibreELEC (RPi0/RPi1),0.29%
Home Assistant OS 5.13 (RPi 3),0.27%
Manjaro ARM Minimal 21.04 (RPi 3/3+/4/400),0.24%
info-beamer OS,0.17%
Recalbox 7.2.1-Reloaded - Pi2,0.17%
Network Boot,0.13%
TLXOS RPi 4.10.0 (latest),0.09%
TLXOS RPi 4.8.2 (LTS),0.04%
ALT Education 9.1 (Raspberry Pi 4/3),0.04%
ALT Workstation 9.1 (Raspberry Pi 4/3),0.03%
Simply Linux 9.1 (Raspberry Pi 4/3),0.02%
TLXOS RPi IoT 4.8.2 (LTS),0.02%
OctoPi (mirror),0.02%
info-beamer OS (testing),0.01%
