Operating System,Percentage
Raspberry Pi OS (32-bit),48.49%
Raspberry Pi OS (other),25.13%
Ubuntu,11.54%
RetroPie,4.70%
Recalbox,4.07%
LibreELEC,2.70%
Misc utility images,2.41%
RISC OS Pi,0.89%
TLXOS,0.06%
