Operating System,Percentage
Raspberry Pi OS (32-bit),46.16%
Raspberry Pi OS (other),24.39%
Ubuntu,11.82%
RetroPie,5.49%
Recalbox,5.16%
LibreELEC,3.44%
Misc utility images,2.42%
RISC OS Pi,1.02%
TLXOS,0.10%
