Operating System,Percentage
Raspberry Pi OS (32-bit),46.59%
Raspberry Pi OS (other),24.51%
Ubuntu,12.72%
RetroPie,4.87%
Recalbox,4.44%
LibreELEC,3.36%
Misc utility images,2.37%
RISC OS Pi,1.00%
TLXOS,0.14%
