Operating System,Percentage
Raspberry Pi OS (32-bit),42.61%
Raspberry Pi OS (other),23.84%
Ubuntu,14.27%
RetroPie,5.13%
Bootloader,4.18%
Recalbox,3.63%
LibreELEC,2.89%
Manjaro ARM Linux,2.11%
RISC OS Pi,0.64%
OctoPi,0.48%
ALT,0.10%
info-beamer digital signage,0.06%
TLXOS,0.05%
