Operating System,Percentage
Raspberry Pi OS (32-bit),46.75%
Raspberry Pi OS (other),24.75%
Ubuntu,12.57%
RetroPie,4.96%
Recalbox,4.34%
LibreELEC,3.29%
Misc utility images,2.26%
RISC OS Pi,0.98%
TLXOS,0.12%
