Operating System,Percentage
Raspberry Pi OS (32-bit),38.43%
Raspberry Pi OS (other),21.97%
Ubuntu,16.41%
Recalbox,7.44%
RetroPie,5.28%
Bootloader,4.18%
LibreELEC,2.94%
Manjaro ARM Linux,2.02%
RISC OS Pi,0.55%
OctoPi,0.49%
info-beamer digital signage,0.16%
TLXOS,0.07%
ALT,0.05%
