Image,Percentage
Raspberry Pi OS (32-bit),46.24%
Raspberry Pi OS Lite (32-bit),14.71%
Raspberry Pi OS Full (32-bit),10.10%
Ubuntu Desktop 20.10 (RPi 4/400),5.86%
RetroPie 4.7.1 (RPI 4/400),2.76%
Ubuntu Server 20.04.2 LTS (RPi 3/4/400),2.58%
Raspberry Pi 4 EEPROM boot recovery,2.37%
RetroPie 4.7.1 (RPI 2/3),1.86%
Recalbox 7.1.1-Reloaded (Pi 4/Pi 400),1.83%
Recalbox 7.1.1-Reloaded (Pi 3),1.72%
Ubuntu Server 20.10 (RPi 3/4/400),1.71%
LibreELEC (RPi4),1.65%
LibreELEC (RPi2/RPi3),1.34%
Ubuntu Server 20.10 (RPi 2/3/4/400),0.99%
RISC OS (5.28),0.97%
RetroPie 4.7.1 (RPI 1/Zero),0.72%
Ubuntu Server 20.04.2 LTS (RPi 2/3/4/400),0.70%
Ubuntu Core 18 (RPi 3/4),0.54%
Recalbox 7.1.1-Reloaded (Pi 0/1/GPI Case),0.39%
Ubuntu Core 18 (RPi 2/3/4),0.36%
LibreELEC (RPi0/RPi1),0.29%
Recalbox 7.1.1-Reloaded (Pi 2),0.21%
TLXOS RPi 4.9.3 (latest),0.08%
TLXOS RPi IoT 4.8.1 (LTS),0.01%
TLXOS RPi 4.8.1 (LTS),0.01%
