Operating System,Percentage
Raspberry Pi OS (32-bit),47.01%
Raspberry Pi OS (other),25.20%
Ubuntu,11.76%
RetroPie,5.06%
Recalbox,4.61%
LibreELEC,3.00%
Misc utility images,2.31%
RISC OS Pi,0.93%
TLXOS,0.12%
