Image,Percentage
Raspberry Pi OS (32-bit),44.05%
Raspberry Pi OS Lite (32-bit),14.77%
Raspberry Pi OS Full (32-bit),10.03%
Ubuntu Desktop 20.10 (RPi 4/400),6.06%
RetroPie 4.7.1 (RPI 4/400),3.13%
Ubuntu Server 20.04.2 LTS (RPi 3/4/400),2.66%
Raspberry Pi 4 EEPROM boot recovery,2.48%
RetroPie 4.7.1 (RPI 2/3),2.30%
Recalbox 7.1.1-Reloaded (Pi 3),2.00%
Recalbox 7.1.1-Reloaded (Pi 4/Pi 400),1.95%
Ubuntu Server 20.10 (RPi 3/4/400),1.86%
LibreELEC (RPi4),1.85%
LibreELEC (RPi2/RPi3),1.56%
Ubuntu Server 20.10 (RPi 2/3/4/400),0.99%
RISC OS (5.28),0.99%
Ubuntu Server 20.04.2 LTS (RPi 2/3/4/400),0.76%
RetroPie 4.7.1 (RPI 1/Zero),0.69%
Ubuntu Core 18 (RPi 3/4),0.49%
Recalbox 7.1.1-Reloaded (Pi 0/1/GPI Case),0.39%
Ubuntu Core 18 (RPi 2/3/4),0.33%
LibreELEC (RPi0/RPi1),0.29%
Recalbox 7.1.1-Reloaded (Pi 2),0.28%
TLXOS RPi 4.9.3 (latest),0.07%
