Image,Percentage
Raspberry Pi OS (32-bit),39.49%
Raspberry Pi OS Lite (32-bit),15.13%
Raspberry Pi OS Full (32-bit),8.32%
Ubuntu Desktop 21.04 (RPi 4/400),6.01%
OctoPi,4.36%
Ubuntu Server 20.04.3 LTS (RPi 3/4/400),3.27%
USB Boot,3.20%
Ubuntu Server 21.04 (RPi 3/4/400),2.43%
RetroPie 4.7.1 (RPI 4/400),1.91%
SD Card Boot,1.70%
LibreELEC (RPi4),1.28%
RetroPie 4.7.1 (RPI 2/3),1.21%
Recalbox 7.2.2-Reloaded - Pi3,1.16%
Ubuntu Server 21.04 (RPi 2/3/4/400),1.13%
Ubuntu Server 20.04.3 LTS (RPi 2/3/4/400),1.06%
Recalbox 7.2.2-Reloaded - Pi4 / Pi400,0.94%
Homebridge,0.88%
Home Assistant OS 6.2 (RPi 4/400),0.76%
OSMC (Pi 2/3),0.62%
Manjaro ARM KDE Plasma 21.08 (RPi 3/3+/4/400),0.57%
OSMC (Pi 4 / Pi 400),0.55%
RISC OS (5.28),0.50%
Manjaro ARM XFCE 21.08 (RPi 3/3+/4/400),0.47%
Ubuntu Core 20 (RPi 3/4),0.46%
RetroPie 4.7.1 (RPI 1/Zero),0.45%
Recalbox 7.2.2-Reloaded - Pi0 / Pi1 / GPiCase,0.37%
Home Assistant OS 6.2 (RPi 3),0.25%
Ubuntu Core 20 (RPi 2/3/4),0.23%
Manjaro ARM Minimal 21.08 (RPi 3/3+/4/400),0.20%
Manjaro ARM MATE 21.08 (RPi 3/3+/4/400),0.18%
OSMC (Pi 0/1),0.15%
Network Boot,0.14%
Manjaro ARM Gnome 21.08 (RPi 3/3+/4/400),0.14%
info-beamer OS,0.13%
Manjaro ARM Sway 21.08 (RPi 3/3+/4/400),0.09%
OctoPi (mirror),0.08%
Recalbox 7.2.2-Reloaded - Pi2,0.06%
TLXOS RPi 4.10.0 (latest),0.04%
Simply Linux 9.1 (Raspberry Pi 4/3),0.04%
ALT Workstation 9.2 (Raspberry Pi 4/3),0.03%
info-beamer OS (testing),0.01%
