Image,Percentage
Raspberry Pi OS (32-bit),45.87%
Raspberry Pi OS Lite (32-bit),15.16%
Raspberry Pi OS Full (32-bit),10.27%
Ubuntu Desktop 20.10 (RPi 4/400),5.70%
RetroPie 4.7.1 (RPI 4/400),2.77%
Raspberry Pi 4 EEPROM boot recovery,2.54%
Recalbox 7.1.1-Reloaded (Pi 4/Pi 400),2.36%
Ubuntu Server 20.04.1 LTS (RPi 3/4),2.13%
Recalbox 7.1.1-Reloaded (Pi 3),2.01%
Ubuntu Server 20.10 (RPi 3/4/400),1.73%
LibreELEC (RPi4),1.70%
RetroPie 4.7.1 (RPI 2/3),1.60%
LibreELEC (RPi2/RPi3),1.28%
Ubuntu Server 20.10 (RPi 2/3/4/400),0.97%
RISC OS (5.28),0.78%
Ubuntu Server 20.04.1 LTS (RPi 2/3/4),0.60%
Ubuntu Core 18 (RPi 3/4),0.60%
RetroPie 4.7.1 (RPI 1/Zero),0.58%
Recalbox 7.1.1-Reloaded (Pi 0/1/GPI Case),0.39%
LibreELEC (RPi0/RPi1),0.31%
Ubuntu Core 18 (RPi 2/3/4),0.29%
Recalbox 7.1.1-Reloaded (Pi 2),0.24%
TLXOS RPi 4.9.2 (latest),0.11%
TLXOS RPi IoT 4.8.0 (LTS),0.01%
