Operating System,Percentage
Raspberry Pi OS (32-bit),41.11%
Raspberry Pi OS (other),22.74%
Ubuntu,16.92%
Bootloader,4.37%
RetroPie,4.21%
Recalbox,3.80%
LibreELEC,2.65%
Manjaro ARM Linux,1.84%
RISC OS Pi,0.81%
Homebridge,0.72%
OctoPi,0.35%
TLXOS,0.25%
info-beamer digital signage,0.21%
ALT,0.02%
