Image,Percentage
Raspberry Pi OS (32-bit),46.00%
Raspberry Pi OS Lite (32-bit),14.41%
Raspberry Pi OS Full (32-bit),10.09%
Ubuntu Desktop 20.10 (RPi 4/400),5.69%
RetroPie 4.7.1 (RPI 4/400),2.89%
Ubuntu Server 20.04.2 LTS (RPi 3/4/400),2.64%
Raspberry Pi 4 EEPROM boot recovery,2.25%
Recalbox 7.1.1-Reloaded (Pi 4/Pi 400),2.12%
Recalbox 7.1.1-Reloaded (Pi 3),2.09%
LibreELEC (RPi4),1.92%
RetroPie 4.7.1 (RPI 2/3),1.74%
Ubuntu Server 20.10 (RPi 3/4/400),1.63%
LibreELEC (RPi2/RPi3),1.54%
RISC OS (5.28),0.95%
Ubuntu Server 20.10 (RPi 2/3/4/400),0.77%
RetroPie 4.7.1 (RPI 1/Zero),0.73%
Ubuntu Core 18 (RPi 3/4),0.59%
Ubuntu Server 20.04.2 LTS (RPi 2/3/4/400),0.55%
Recalbox 7.1.1-Reloaded (Pi 0/1/GPI Case),0.37%
LibreELEC (RPi0/RPi1),0.32%
Ubuntu Core 18 (RPi 2/3/4),0.30%
Recalbox 7.1.1-Reloaded (Pi 2),0.24%
TLXOS RPi 4.9.3 (latest),0.09%
TLXOS RPi 4.8.1 (LTS),0.02%
Ubuntu Server 20.04.1 LTS (RPi 3/4),0.02%
TLXOS RPi IoT 4.8.1 (LTS),0.02%
Ubuntu Server 20.04.2 LTS (RPi 3/4),0.01%
