Image,Percentage
Raspberry Pi OS (32-bit),47.77%
Raspberry Pi OS Lite (32-bit),15.01%
Raspberry Pi OS Full (32-bit),8.93%
Ubuntu Desktop 20.10 (RPi 4/400),5.46%
RetroPie 4.7.1 (RPI 4/400),2.74%
Ubuntu Server 20.04.1 LTS (RPi 3/4),2.43%
Raspberry Pi 4 EEPROM boot recovery,2.24%
Recalbox 7.1.1-Reloaded (Pi 4/Pi 400),2.09%
Ubuntu Server 20.10 (RPi 3/4/400),1.80%
LibreELEC (RPi4),1.72%
RetroPie 4.7.1 (RPI 2/3),1.69%
Recalbox 7.1.1-Reloaded (Pi 3),1.62%
LibreELEC (RPi2/RPi3),1.23%
RISC OS (5.28),1.02%
RetroPie 4.7.1 (RPI 1/Zero),0.85%
Ubuntu Server 20.10 (RPi 2/3/4/400),0.83%
Ubuntu Server 20.04.1 LTS (RPi 2/3/4),0.67%
Recalbox 7.1.1-Reloaded (Pi 0/1/GPI Case),0.46%
Ubuntu Core 18 (RPi 3/4),0.43%
LibreELEC (RPi0/RPi1),0.37%
Ubuntu Core 18 (RPi 2/3/4),0.25%
Recalbox 7.1.1-Reloaded (Pi 2),0.24%
TLXOS RPi 4.9.2 (latest),0.14%
TLXOS RPi 4.8.0 (LTS),0.01%
TLXOS RPi IoT 4.8.0 (LTS),0.01%
