Image,Percentage
Raspberry Pi OS (32-bit),43.57%
Raspberry Pi OS Lite (32-bit),14.71%
Raspberry Pi OS Full (32-bit),9.79%
Ubuntu Desktop 20.10 (RPi 4/400),5.66%
RetroPie 4.7.1 (RPI 4/400),3.63%
Raspberry Pi 4 EEPROM boot recovery,2.66%
Ubuntu Server 20.04.2 LTS (RPi 3/4/400),2.63%
Recalbox 7.1.1-Reloaded (Pi 4/Pi 400),2.41%
RetroPie 4.7.1 (RPI 2/3),2.34%
LibreELEC (RPi4),1.91%
Recalbox 7.1.1-Reloaded (Pi 3),1.88%
Ubuntu Server 20.10 (RPi 3/4/400),1.80%
LibreELEC (RPi2/RPi3),1.61%
RISC OS (5.28),1.29%
RetroPie 4.7.1 (RPI 1/Zero),0.85%
Ubuntu Server 20.10 (RPi 2/3/4/400),0.82%
Ubuntu Server 20.04.2 LTS (RPi 2/3/4/400),0.58%
Ubuntu Core 18 (RPi 3/4),0.45%
Recalbox 7.1.1-Reloaded (Pi 0/1/GPI Case),0.45%
Ubuntu Core 18 (RPi 2/3/4),0.29%
LibreELEC (RPi0/RPi1),0.28%
Recalbox 7.1.1-Reloaded (Pi 2),0.25%
TLXOS RPi IoT 4.8.1 (LTS),0.07%
TLXOS RPi 4.9.3 (latest),0.06%
TLXOS RPi 4.8.1 (LTS),0.01%
