Operating System,Percentage
Raspberry Pi OS (32-bit),41.66%
Raspberry Pi OS (other),23.37%
Ubuntu,14.24%
RetroPie,5.82%
Bootloader,4.52%
Recalbox,4.02%
LibreELEC,2.95%
Manjaro ARM Linux,2.19%
RISC OS Pi,0.72%
OctoPi,0.40%
ALT,0.11%
TLXOS,0.02%
