Operating System,Percentage
Raspberry Pi OS (32-bit),46.10%
Raspberry Pi OS (other),24.47%
Ubuntu,11.86%
RetroPie,5.42%
Recalbox,5.18%
LibreELEC,3.40%
Misc utility images,2.45%
RISC OS Pi,1.01%
TLXOS,0.11%
