Operating System,Percentage
Raspberry Pi OS (32-bit),48.63%
Raspberry Pi OS (other),25.19%
Ubuntu,11.57%
RetroPie,4.32%
Recalbox,4.09%
LibreELEC,2.98%
Misc utility images,2.13%
RISC OS Pi,0.99%
TLXOS,0.10%
