Operating System,Percentage
Raspberry Pi OS (32-bit),38.38%
Raspberry Pi OS (other),23.29%
Ubuntu,14.24%
OctoPi,5.33%
Bootloader,4.97%
RetroPie,3.88%
Recalbox,2.47%
Manjaro ARM Linux,1.90%
LibreELEC,1.40%
OSMC,1.35%
Home Assistant,1.06%
Homebridge,0.89%
RISC OS Pi,0.53%
info-beamer digital signage,0.17%
ALT,0.06%
TLXOS,0.06%
