Image,Percentage
Raspberry Pi OS (32-bit),41.03%
Raspberry Pi OS Lite (32-bit),14.22%
Raspberry Pi OS Full (32-bit),9.60%
Ubuntu Desktop 20.10 (RPi 4/400),6.27%
Ubuntu Server 20.04.2 LTS (RPi 3/4/400),3.41%
RetroPie 4.7.1 (RPI 4/400),3.11%
USB Boot,2.06%
RetroPie 4.7.1 (RPI 2/3),2.00%
Ubuntu Server 20.10 (RPi 3/4/400),1.87%
SD Card Boot,1.79%
Recalbox 7.1.1-Reloaded (Pi 4/Pi 400),1.76%
LibreELEC (RPi4),1.66%
Recalbox 7.1.1-Reloaded (Pi 3),1.53%
LibreELEC (RPi2/RPi3),1.38%
Manjaro ARM KDE Plasma 21.02 (RPi 3/3+/4/400),1.28%
Ubuntu Server 20.10 (RPi 2/3/4/400),0.96%
RetroPie 4.7.1 (RPI 1/Zero),0.85%
RISC OS (5.28),0.81%
Ubuntu Server 20.04.2 LTS (RPi 2/3/4/400),0.80%
Manjaro ARM XFCE 21.02 (RPi 3/3+/4/400),0.68%
Ubuntu Core 18 (RPi 3/4),0.53%
OctoPi,0.45%
Manjaro ARM MATE 21.02 (RPi 3/3+/4/400),0.40%
Recalbox 7.1.1-Reloaded (Pi 0/1/GPI Case),0.34%
LibreELEC (RPi0/RPi1),0.29%
Ubuntu Core 18 (RPi 2/3/4),0.26%
Manjaro ARM Minimal 21.02 (RPi 3/3+/4/400),0.24%
Recalbox 7.1.1-Reloaded (Pi 2),0.18%
Network Boot,0.12%
TLXOS RPi 4.9.3 (latest),0.09%
OctoPi (mirror),0.03%
TLXOS RPi IoT 4.8.1 (LTS),0.01%
TLXOS RPi 4.8.1 (LTS),0.01%
