Operating System,Percentage
Raspberry Pi OS (32-bit),43.09%
Raspberry Pi OS (other),23.76%
Ubuntu,14.53%
RetroPie,5.08%
Bootloader,4.08%
Recalbox,3.48%
LibreELEC,2.65%
Manjaro ARM Linux,1.92%
RISC OS Pi,0.77%
OctoPi,0.56%
TLXOS,0.09%
