Operating System,Percentage
Raspberry Pi OS (32-bit),46.01%
Raspberry Pi OS (other),24.48%
Ubuntu,12.18%
RetroPie,5.37%
Recalbox,4.82%
LibreELEC,3.78%
Misc utility images,2.25%
RISC OS Pi,0.97%
TLXOS,0.13%
