Operating System,Percentage
Raspberry Pi OS (32-bit),40.58%
Raspberry Pi OS (other),22.39%
Ubuntu,17.17%
RetroPie,4.54%
Bootloader,4.31%
Recalbox,3.88%
LibreELEC,2.72%
Manjaro ARM Linux,1.83%
Homebridge,0.86%
RISC OS Pi,0.77%
OctoPi,0.45%
info-beamer digital signage,0.18%
TLXOS,0.14%
Home Assistant,0.11%
ALT,0.07%
