Image,Percentage
Raspberry Pi OS (32-bit),45.65%
Raspberry Pi OS Lite (32-bit),14.04%
Raspberry Pi OS Full (32-bit),10.67%
Ubuntu Desktop 20.10 (RPi 4/400),5.10%
Ubuntu Server 20.04.2 LTS (RPi 3/4/400),2.52%
RetroPie 4.7.1 (RPI 4/400),2.11%
RetroPie 4.7.1 (RPI 2/3),1.91%
SD Card Boot,1.82%
Ubuntu Server 20.10 (RPi 3/4/400),1.80%
USB Boot,1.68%
Recalbox 7.1.1-Reloaded (Pi 4/Pi 400),1.58%
LibreELEC (RPi4),1.49%
Recalbox 7.1.1-Reloaded (Pi 3),1.21%
LibreELEC (RPi2/RPi3),1.17%
Ubuntu Server 20.10 (RPi 2/3/4/400),1.09%
Manjaro ARM KDE Plasma 21.02 (RPi 3/3+/4/400),0.83%
Ubuntu Server 20.04.2 LTS (RPi 2/3/4/400),0.74%
RetroPie 4.7.1 (RPI 1/Zero),0.72%
Ubuntu Core 18 (RPi 3/4),0.66%
Recalbox 7.1.1-Reloaded (Pi 0/1/GPI Case),0.52%
RISC OS (5.28),0.52%
Manjaro ARM XFCE 21.02 (RPi 3/3+/4/400),0.36%
Manjaro ARM MATE 21.02 (RPi 3/3+/4/400),0.36%
OctoPi,0.32%
LibreELEC (RPi0/RPi1),0.32%
Ubuntu Core 18 (RPi 2/3/4),0.27%
Manjaro ARM Minimal 21.02 (RPi 3/3+/4/400),0.19%
Recalbox 7.1.1-Reloaded (Pi 2),0.17%
Network Boot,0.16%
TLXOS RPi 4.9.3 (latest),0.03%
TLXOS RPi IoT 4.8.1 (LTS),0.02%
