Image,Percentage
Raspberry Pi OS (32-bit),46.18%
Raspberry Pi OS Lite (32-bit),14.88%
Raspberry Pi OS Full (32-bit),10.29%
Ubuntu Desktop 20.10 (RPi 4/400),6.00%
RetroPie 4.7.1 (RPI 4/400),2.66%
Ubuntu Server 20.04.1 LTS (RPi 3/4),2.38%
Raspberry Pi 4 EEPROM boot recovery,2.15%
Recalbox 7.1.1-Reloaded (Pi 3),1.80%
Recalbox 7.1.1-Reloaded (Pi 4/Pi 400),1.78%
Ubuntu Server 20.10 (RPi 3/4/400),1.77%
RetroPie 4.7.1 (RPI 2/3),1.60%
LibreELEC (RPi4),1.46%
LibreELEC (RPi2/RPi3),1.22%
Ubuntu Server 20.10 (RPi 2/3/4/400),1.09%
Ubuntu Server 20.04.1 LTS (RPi 2/3/4),0.85%
RetroPie 4.7.1 (RPI 1/Zero),0.81%
RISC OS (5.28),0.77%
Ubuntu Server 20.04.2 LTS (RPi 3/4),0.52%
Ubuntu Core 18 (RPi 3/4),0.50%
Recalbox 7.1.1-Reloaded (Pi 0/1/GPI Case),0.43%
Ubuntu Core 18 (RPi 2/3/4),0.23%
LibreELEC (RPi0/RPi1),0.23%
Recalbox 7.1.1-Reloaded (Pi 2),0.19%
TLXOS RPi 4.9.3 (latest),0.11%
Ubuntu Server 20.04.2 LTS (RPi 2/3/4),0.08%
TLXOS RPi IoT 4.8.1 (LTS),0.01%
TLXOS RPi 4.8.1 (LTS),0.01%
