Image,Percentage
Raspberry Pi OS (32-bit),42.06%
Raspberry Pi OS Lite (32-bit),14.13%
Raspberry Pi OS Full (32-bit),9.30%
Ubuntu Desktop 20.10 (RPi 4/400),4.23%
Ubuntu Server 20.04.2 LTS (RPi 3/4/400),3.42%
RetroPie 4.7.1 (RPI 4/400),2.61%
Ubuntu Desktop 21.04 (RPi 4/400),2.21%
USB Boot,2.19%
SD Card Boot,1.95%
RetroPie 4.7.1 (RPI 2/3),1.65%
Ubuntu Server 20.10 (RPi 3/4/400),1.42%
LibreELEC (RPi4),1.40%
Recalbox 7.1.1-Reloaded (Pi 4/Pi 400),1.18%
Recalbox 7.1.1-Reloaded (Pi 3),1.16%
LibreELEC (RPi2/RPi3),1.15%
Ubuntu Server 20.04.2 LTS (RPi 2/3/4/400),0.91%
Ubuntu Server 21.04 (RPi 3/4/400),0.77%
Ubuntu Server 20.10 (RPi 2/3/4/400),0.77%
RetroPie 4.7.1 (RPI 1/Zero),0.68%
Recalbox 7.2-Reloaded - Pi4 / Pi400,0.65%
RISC OS (5.28),0.64%
Manjaro ARM KDE Plasma 21.04 (RPi 3/3+/4/400),0.61%
Recalbox 7.2-Reloaded - Pi3,0.57%
Ubuntu Core 18 (RPi 3/4),0.53%
OctoPi,0.46%
Manjaro ARM KDE Plasma 21.02 (RPi 3/3+/4/400),0.37%
Manjaro ARM XFCE 21.04 (RPi 3/3+/4/400),0.35%
Ubuntu Server 21.04 (RPi 2/3/4/400),0.35%
Ubuntu Core 18 (RPi 2/3/4),0.33%
LibreELEC (RPi0/RPi1),0.26%
Recalbox 7.1.1-Reloaded (Pi 0/1/GPI Case),0.25%
Manjaro ARM XFCE 21.02 (RPi 3/3+/4/400),0.21%
Manjaro ARM MATE 21.04 (RPi 3/3+/4/400),0.19%
Network Boot,0.14%
Manjaro ARM Minimal 21.04 (RPi 3/3+/4/400),0.14%
Recalbox 7.1.1-Reloaded (Pi 2),0.13%
Manjaro ARM MATE 21.02 (RPi 3/3+/4/400),0.12%
Recalbox 7.2-Reloaded - Pi0 / Pi1 / GPiCase,0.12%
info-beamer OS,0.09%
Manjaro ARM Minimal 21.02 (RPi 3/3+/4/400),0.08%
Recalbox 7.2-Reloaded - Pi2,0.05%
TLXOS RPi 4.9.3 (latest),0.04%
ALT Workstation 9.1 (Raspberry Pi 4/3),0.04%
ALT Education 9.1 (Raspberry Pi 4/3),0.02%
Simply Linux 9.0 (Raspberry Pi 4),0.02%
OctoPi (mirror),0.02%
info-beamer OS (testing),0.01%
TLXOS RPi 4.8.1 (LTS),0.01%
TLXOS RPi IoT 4.8.1 (LTS),0.00%
Simply Linux 9.1 (Raspberry Pi 4/3),0.00%
Raspberry Pi 4 EEPROM boot recovery,0.00%
