Image,Percentage
Raspberry Pi OS (32-bit),45.41%
Raspberry Pi OS Lite (32-bit),14.34%
Raspberry Pi OS Full (32-bit),9.21%
Ubuntu Desktop 20.10 (RPi 4/400),5.52%
Ubuntu Server 20.04.2 LTS (RPi 3/4/400),3.51%
RetroPie 4.7.1 (RPI 4/400),2.43%
USB Boot,2.22%
SD Card Boot,1.89%
Ubuntu Server 20.10 (RPi 3/4/400),1.67%
RetroPie 4.7.1 (RPI 2/3),1.52%
Recalbox 7.1.1-Reloaded (Pi 3),1.40%
LibreELEC (RPi4),1.35%
Recalbox 7.1.1-Reloaded (Pi 4/Pi 400),1.33%
LibreELEC (RPi2/RPi3),1.09%
Ubuntu Server 20.10 (RPi 2/3/4/400),0.92%
Manjaro ARM KDE Plasma 21.02 (RPi 3/3+/4/400),0.89%
Ubuntu Server 20.04.2 LTS (RPi 2/3/4/400),0.81%
RISC OS (5.28),0.58%
RetroPie 4.7.1 (RPI 1/Zero),0.54%
Ubuntu Core 18 (RPi 3/4),0.53%
Manjaro ARM XFCE 21.02 (RPi 3/3+/4/400),0.52%
OctoPi,0.44%
Ubuntu Core 18 (RPi 2/3/4),0.42%
Recalbox 7.1.1-Reloaded (Pi 0/1/GPI Case),0.40%
Manjaro ARM MATE 21.02 (RPi 3/3+/4/400),0.28%
LibreELEC (RPi0/RPi1),0.26%
Recalbox 7.1.1-Reloaded (Pi 2),0.13%
Manjaro ARM Minimal 21.02 (RPi 3/3+/4/400),0.13%
Network Boot,0.10%
TLXOS RPi 4.9.3 (latest),0.06%
ALT Education 9.1 (Raspberry Pi 4/3),0.04%
OctoPi (mirror),0.03%
Simply Linux 9.0 (Raspberry Pi 4),0.02%
ALT Workstation 9.1 (Raspberry Pi 4/3),0.01%
TLXOS RPi IoT 4.8.1 (LTS),0.01%
TLXOS RPi 4.8.1 (LTS),0.01%
