Image,Percentage
Raspberry Pi OS (32-bit),38.53%
Raspberry Pi OS Lite (32-bit),13.31%
Raspberry Pi OS Full (32-bit),9.24%
Ubuntu Desktop 21.04 (RPi 4/400),7.61%
Ubuntu Server 20.04.2 LTS (RPi 3/4/400),3.61%
Ubuntu Server 21.04 (RPi 3/4/400),2.62%
SD Card Boot,2.60%
RetroPie 4.7.1 (RPI 4/400),2.36%
Recalbox 7.2.1-Reloaded - Pi4 / Pi400,2.28%
Recalbox 7.2.1-Reloaded - Pi3,2.18%
USB Boot,1.95%
RetroPie 4.7.1 (RPI 2/3),1.75%
LibreELEC (RPi4),1.42%
Ubuntu Server 21.04 (RPi 2/3/4/400),1.20%
Manjaro ARM KDE Plasma 21.04 (RPi 3/3+/4/400),1.04%
LibreELEC (RPi2/RPi3),1.02%
Homebridge,0.92%
Ubuntu Server 20.04.2 LTS (RPi 2/3/4/400),0.90%
RetroPie 4.7.1 (RPI 1/Zero),0.72%
Manjaro ARM XFCE 21.04 (RPi 3/3+/4/400),0.71%
RISC OS (5.28),0.70%
Ubuntu Core 18 (RPi 3/4),0.55%
Manjaro ARM MATE 21.04 (RPi 3/3+/4/400),0.42%
Recalbox 7.2.1-Reloaded - Pi0 / Pi1 / GPiCase,0.41%
Ubuntu Core 18 (RPi 2/3/4),0.35%
OctoPi,0.31%
Recalbox 7.2.1-Reloaded - Pi2,0.29%
LibreELEC (RPi0/RPi1),0.25%
Manjaro ARM Minimal 21.04 (RPi 3/3+/4/400),0.23%
info-beamer OS,0.19%
Network Boot,0.18%
Simply Linux 9.1 (Raspberry Pi 4/3),0.06%
info-beamer OS (testing),0.02%
TLXOS RPi 4.9.3 (latest),0.02%
OctoPi (mirror),0.02%
TLXOS RPi 4.8.1 (LTS),0.01%
ALT Workstation 9.1 (Raspberry Pi 4/3),0.01%
ALT Education 9.1 (Raspberry Pi 4/3),0.01%
