Operating System,Percentage
Raspberry Pi OS (32-bit),47.16%
Raspberry Pi OS (other),24.82%
Ubuntu,11.82%
RetroPie,5.03%
Recalbox,4.60%
LibreELEC,3.20%
Misc utility images,2.28%
RISC OS Pi,0.97%
TLXOS,0.12%
