Image,Percentage
Raspberry Pi OS (32-bit),42.91%
Raspberry Pi OS Lite (32-bit),14.37%
Raspberry Pi OS Full (32-bit),9.50%
Ubuntu Desktop 20.10 (RPi 4/400),6.04%
Ubuntu Server 20.04.2 LTS (RPi 3/4/400),3.24%
RetroPie 4.7.1 (RPI 4/400),2.64%
USB Boot,2.29%
Ubuntu Server 20.10 (RPi 3/4/400),1.98%
SD Card Boot,1.87%
RetroPie 4.7.1 (RPI 2/3),1.64%
Recalbox 7.1.1-Reloaded (Pi 4/Pi 400),1.56%
Recalbox 7.1.1-Reloaded (Pi 3),1.53%
LibreELEC (RPi4),1.43%
LibreELEC (RPi2/RPi3),1.17%
Ubuntu Server 20.10 (RPi 2/3/4/400),1.04%
Ubuntu Server 20.04.2 LTS (RPi 2/3/4/400),0.86%
Manjaro ARM KDE Plasma 21.02 (RPi 3/3+/4/400),0.81%
RISC OS (5.28),0.69%
RetroPie 4.7.1 (RPI 1/Zero),0.69%
Ubuntu Core 18 (RPi 3/4),0.54%
Manjaro ARM XFCE 21.02 (RPi 3/3+/4/400),0.45%
OctoPi,0.44%
Recalbox 7.1.1-Reloaded (Pi 0/1/GPI Case),0.33%
Ubuntu Core 18 (RPi 2/3/4),0.32%
Manjaro ARM MATE 21.02 (RPi 3/3+/4/400),0.28%
LibreELEC (RPi0/RPi1),0.27%
Manjaro ARM KDE Plasma 21.04 (RPi 3/3+/4/400),0.20%
Manjaro ARM Minimal 21.02 (RPi 3/3+/4/400),0.18%
Recalbox 7.1.1-Reloaded (Pi 2),0.17%
Network Boot,0.16%
Manjaro ARM XFCE 21.04 (RPi 3/3+/4/400),0.12%
Manjaro ARM MATE 21.04 (RPi 3/3+/4/400),0.06%
Manjaro ARM Minimal 21.04 (RPi 3/3+/4/400),0.05%
TLXOS RPi 4.9.3 (latest),0.05%
ALT Workstation 9.1 (Raspberry Pi 4/3),0.03%
ALT Education 9.1 (Raspberry Pi 4/3),0.02%
Simply Linux 9.0 (Raspberry Pi 4),0.02%
info-beamer OS,0.02%
OctoPi (mirror),0.02%
TLXOS RPi 4.8.1 (LTS),0.01%
TLXOS RPi IoT 4.8.1 (LTS),0.00%
info-beamer OS (testing),0.00%
