Operating System,Percentage
Raspberry Pi OS (32-bit),44.73%
Raspberry Pi OS (other),24.89%
Ubuntu,12.87%
RetroPie,6.31%
Recalbox,4.25%
LibreELEC,3.40%
Misc utility images,2.34%
RISC OS Pi,1.13%
TLXOS,0.09%
