Operating System,Percentage
Raspberry Pi OS (32-bit),45.16%
Raspberry Pi OS (other),24.54%
Ubuntu,12.91%
RetroPie,4.45%
Bootloader,4.08%
Recalbox,3.31%
LibreELEC,2.58%
Manjaro ARM Linux,2.11%
OctoPi,0.38%
RISC OS Pi,0.35%
TLXOS,0.07%
ALT,0.07%
